Sentiment, Comment
1.0, Harry Potter is AWESOME I don't care if anyone says differently!.
1.0, I love Harry Potter.
1.0, I love Harry Potter
1.0, I love Harry Potter
1.0, I am going to start reading the Harry Potter series again because that is one awesome story
1.0, I too like Harry Potter.
1.0, I want to be here because I love Harry Potter and I really want a place where people take it serious but it is still so much fun
1.0, I love the Harry Potter series if you can count that as " a " book also Catcher In the Tye Jane Eyre The Virgin Suicides yeah..
1.0, Because I would like to make friends who like the same things I like and I really like Harry Potter so I thought that joining a community like this would be a good start
1.0, the story of Harry Potter is a deep and profound one and I love Harry Potter
1.0, Harry Potter is AWESOME I don't care if anyone says differently!.
1.0, I love Harry Potter.
1.0, I love Harry Potter
1.0, I love Harry Potter
1.0, I am going to start reading the Harry Potter series again because that is one awesome story
1.0, I too like Harry Potter.
1.0, I want to be here because I love Harry Potter and I really want a place where people take it serious but it is still so much fun
1.0, I love the Harry Potter series if you can count that as " a " book also Catcher In the Tye Jane Eyre The Virgin Suicides yeah..
1.0, Because I would like to make friends who like the same things I like and I really like Harry Potter so I thought that joining a community like this would be a good start
1.0, the story of Harry Potter is a deep and profound one and I love Harry Potter
1.0, Harry Potter is AWESOME I don't care if anyone says differently!.
1.0, I love Harry Potter.
1.0, I love Harry Potter
1.0, I love Harry Potter
1.0, I am going to start reading the Harry Potter series again because that is one awesome story
1.0, I too like Harry Potter.
1.0, I want to be here because I love Harry Potter and I really want a place where people take it serious but it is still so much fun
1.0, I love the Harry Potter series if you can count that as " a " book also Catcher In the Tye Jane Eyre The Virgin Suicides yeah..
1.0, Because I would like to make friends who like the same things I like and I really like Harry Potter so I thought that joining a community like this would be a good start
1.0, the story of Harry Potter is a deep and profound one and I love Harry Potter
1.0, Harry Potter is AWESOME I don't care if anyone says differently!.
1.0, I love Harry Potter.
1.0, I love Harry Potter
1.0, I love Harry Potter
1.0, I am going to start reading the Harry Potter series again because that is one awesome story
1.0, I too like Harry Potter.
1.0, I want to be here because I love Harry Potter and I really want a place where people take it serious but it is still so much fun
1.0, I love the Harry Potter series if you can count that as " a " book also Catcher In the Tye Jane Eyre The Virgin Suicides yeah..
1.0, Because I would like to make friends who like the same things I like and I really like Harry Potter so I thought that joining a community like this would be a good start
1.0, the story of Harry Potter is a deep and profound one and I love Harry Potter
1.0, Harry Potter is AWESOME I don't care if anyone says differently!.
1.0, I love Harry Potter.
1.0, I love Harry Potter
1.0, I love Harry Potter
1.0, I am going to start reading the Harry Potter series again because that is one awesome story
1.0, I too like Harry Potter.
1.0, I want to be here because I love Harry Potter and I really want a place where people take it serious but it is still so much fun
1.0, I love the Harry Potter series if you can count that as " a " book also Catcher In the Tye Jane Eyre The Virgin Suicides yeah..
1.0, Because I would like to make friends who like the same things I like and I really like Harry Potter so I thought that joining a community like this would be a good start
1.0, the story of Harry Potter is a deep and profound one and I love Harry Potter
1.0, Harry Potter is AWESOME I don't care if anyone says differently!.
1.0, I love Harry Potter.
1.0, I love Harry Potter
1.0, I love Harry Potter
1.0, I am going to start reading the Harry Potter series again because that is one awesome story
1.0, I too like Harry Potter.
1.0, I want to be here because I love Harry Potter and I really want a place where people take it serious but it is still so much fun
1.0, I love the Harry Potter series if you can count that as " a " book also Catcher In the Tye Jane Eyre The Virgin Suicides yeah..
1.0, Because I would like to make friends who like the same things I like and I really like Harry Potter so I thought that joining a community like this would be a good start
1.0, the story of Harry Potter is a deep and profound one and I love Harry Potter
1.0, Harry Potter is AWESOME I don't care if anyone says differently!.
1.0, I love Harry Potter.
1.0, I love Harry Potter
1.0, I love Harry Potter
1.0, I am going to start reading the Harry Potter series again because that is one awesome story
1.0, I too like Harry Potter.
1.0, I want to be here because I love Harry Potter and I really want a place where people take it serious but it is still so much fun
1.0, I love the Harry Potter series if you can count that as " a " book also Catcher In the Tye Jane Eyre The Virgin Suicides yeah..
1.0, Because I would like to make friends who like the same things I like and I really like Harry Potter so I thought that joining a community like this would be a good start
1.0, the story of Harry Potter is a deep and profound one and I love Harry Potter
1.0, Harry Potter is AWESOME I don't care if anyone says differently!.
1.0, I love Harry Potter.
1.0, I love Harry Potter
1.0, I love Harry Potter
1.0, I am going to start reading the Harry Potter series again because that is one awesome story
1.0, I too like Harry Potter.
1.0, I want to be here because I love Harry Potter and I really want a place where people take it serious but it is still so much fun
1.0, I love the Harry Potter series if you can count that as " a " book also Catcher In the Tye Jane Eyre The Virgin Suicides yeah..
1.0, Because I would like to make friends who like the same things I like and I really like Harry Potter so I thought that joining a community like this would be a good start
1.0, the story of Harry Potter is a deep and profound one and I love Harry Potter
1.0, Harry Potter is AWESOME I don't care if anyone says differently!.
1.0, I love Harry Potter.
1.0, I love Harry Potter
1.0, I love Harry Potter
1.0, I am going to start reading the Harry Potter series again because that is one awesome story
1.0, I too like Harry Potter.
1.0, I want to be here because I love Harry Potter and I really want a place where people take it serious but it is still so much fun
1.0, I love the Harry Potter series if you can count that as " a " book also Catcher In the Tye Jane Eyre The Virgin Suicides yeah..
1.0, Because I would like to make friends who like the same things I like and I really like Harry Potter so I thought that joining a community like this would be a good start
1.0, the story of Harry Potter is a deep and profound one and I love Harry Potter
1.0, Harry Potter is AWESOME I don't care if anyone says differently!.
1.0, I love Harry Potter.
1.0, I love Harry Potter
1.0, I love Harry Potter
1.0, I am going to start reading the Harry Potter series again because that is one awesome story
1.0, I too like Harry Potter.
1.0, I want to be here because I love Harry Potter and I really want a place where people take it serious but it is still so much fun
1.0, I love the Harry Potter series if you can count that as " a " book also Catcher In the Tye Jane Eyre The Virgin Suicides yeah..
1.0, I was thinking we should have a gay cowboy party in honor of Val's starring performance in Titus.: ) And because I love Brokeback Mountain.
1.0, Brokeback Mountain was amazing and made me cry like a bitch
1.0, Brokeback Mountain is an excellent movie I love it after watching it
1.0, that's like asking if " brokeback mountain " is a good rep of cowboys..
1.0, " Brokeback Mountain " is a great short story and explains more oddly enough than the movie does even though both cover the same chronological ground
1.0, Brokeback Mountain is a good flick
1.0, I liked the movie Brokeback Mountain
1.0, I want to do something unexpected I am not going to do something like Brokeback Mountain or Rent or Crash or anything like that because those movies are basically about diversity
1.0, and i wanna shout out a big fat thank you to esther for calling me and asking if i wanted the brokeback mountain screenplay from the mph sale at the expo..
1.0, no I hope this doesn't end up like Brokeback Mountain
1.0, gosh i miss telling Brokeback Mountain news!
1.0, gotta luv brokeback mountain lol.
1.0, it got to every one of of us watching whereas Brokeback Mountain was only beautiful to us kids ( my brother and two cousins and I watched it with my parents )
1.0, brokeback mountain is amazing.
1.0, I enjoyed Brokeback Mountain-watched it twice
1.0, I did kinda like Brokeback Mountain though..
1.0, And I mean I love Brokeback Mountain
1.0, " Brokeback Mountain " was also very excellent
1.0, yeah i know the two movies are of different genres but personally i like brokeback mountain better..
1.0, I still love Brokeback Mountain and Queer eye
1.0, I liked Crash a lot I liked Brokeback Mountain but GN & GL was the important movie that the other two were hyped as being..
1.0, i miss Brokeback Mountain
1.0, brokeback mountain was pretty awesome
1.0, I love Brokeback Mountain
1.0, I love Brokeback Mountain
1.0, Brokeback Mountain-Beautiful sweeping moving..
1.0, It's BBM a Jake / Heath RPS story so I figured there would be interest here since a lot of you I know saw and loved Brokeback Mountain
1.0, And I like BROKEBACK MOUNTAIN
1.0, i love brokeback mountain.
1.0, I love Brokeback mountain
1.0, So I really liked Brokeback Mountain
1.0, We were at Dick's and yes Daniel's hat actually says " I love Brokeback Mountain "!!
1.0, Brokeback Mountain is a beautiful place picturesque quaintly attractive impressive
1.0, we watched Brokeback Mountain which was awesome
1.0, Then back to my house to watch " Brokeback Mountain " which is a beautiful movie yet sad
1.0, Brokeback Mountain is awesome!
1.0, Yesterday an asian tourist got off one of our horses and hugged one of the wranglers and told him'I loved Brokeback Mountain '
1.0, = O I loved brokeback mountain and it made me cry
1.0, Brokeback Mountain was an awesome movie
1.0, Brokeback Mountain was beautiful.
1.0, so i heard brokeback mountain was an AWESOME move!
1.0, brokeback mountain is such a beautiful movie
1.0, brokeback mountain is a beautiful story-i hope you get your hands on a copy
1.0, Brokeback mountain is BEAUTIFUL
1.0, Man I love Brokeback Mountain
1.0, Brokeback Mountain is an awesome love story it was really sad..
1.0, I loved Brokeback Mountain Good Night and Good Luck and Riding Giants the most and Napoleon Dynamite the least..
1.0, I LOVE Brokeback Mountain but that is such a silly PC choice for best kiss
1.0, Anyway I LOVED Brokeback Mountain..
1.0, i thought that brokeback mountain was unbelievably beautiful
1.0, I loved Brokeback Mountain and will check out the short stories one of these days.
1.0, I LOVE BROKEBACK MOUNTAIN!!
1.0, I LOVED BROKEBACK MOUNTAIN.
1.0, I love brokeback mountain so much!!!!
1.0, Brokeback Mountain is a spectacularly beautiful movie
1.0, I mean of course you know that I love Brokeback Mountain which I confess might make my judgement biased
1.0, I love Brokeback Mountain
1.0, I also loved Brokeback Mountain
1.0, I love BROKEBACK MOUNTAIN..
1.0, Brokeback Mountain is a beautiful movie.
1.0, 16 Â£ Â© Brokeback Hill-Form 2 because I love Brokeback Mountain -- the movie not because I'm queer of course I ain't.
1.0, Why I love Brokeback Mountain
1.0, brokeback mountain is such an awesome movie
1.0, even though i really loved brokeback mountain..
1.0, and we snuck in ] and going to Springer's. [ BROKEBACK MOUNTAIN IS AWESOME!!!-Yes I finally saw it
1.0, i LOVE brokeback mountain.
1.0, i love brokeback mountain
1.0, who LOVED brokeback mountain:
1.0, after supper we watched brokeback mountain which is an awesome movie
1.0, I LOVE BROKEBACK MOUNTAIN.
1.0, Watched " Brokeback Mountain " which was really beautiful and sad
1.0, fell asleep during the latter one but i loved " brokeback mountain
1.0, I love brokeback mountain with all of my tiny pink heart..
1.0, So have I mentioned how much I love Brokeback Mountain yet?
1.0, As much as I love Brokeback Mountain it is such a shame that Capote and Transamerica
1.0, I love " Brokeback Mountain ".
1.0, DID I MENTION I LOVE BROKEBACK MOUNTAIN
1.0, I LOVE Brokeback Mountain!
1.0, I love Brokeback Mountain but it's really sad.:(.
1.0, I love brokeback mountain
1.0, That's why I love brokeback mountain apart from Ang Lee.
1.0, i loved brokeback mountain
1.0, Brokeback Mountain is a beautiful film.
1.0, I just love brokeback mountain...
1.0, Brokeback Mountain was awesome.
1.0, in any case i LOVED brokeback mountain
1.0,  but I LOVE brokeback mountain
1.0, I love playing defensive positions and i love brokeback mountain.
1.0, I loved Brokeback mountain but then again i love gays lol
1.0, BROKEBACK MOUNTAIN WAS AWESOME!!!
1.0, brokeback mountain is awesome
1.0, I loved Brokeback Mountain
1.0, I LOVE BROKEBACK MOUNTAIN!...
1.0, I really love Brokeback Mountain its a wonderful film!!
1.0, Brokeback Mountain is a beautiful movie..
1.0, I love Brokeback Mountain...
1.0, I loved brokeback mountain.
1.0, " Brokeback Mountain was an awesome movie. < 33.
1.0, Thank u! omg I love Brokeback Mountain
1.0, I love Brokeback Mountain
1.0, I love brokeback mountain
1.0, Brokeback Mountain is a beautiful movie..
1.0, I LOVE Brokeback Mountain..
1.0, I loved brokeback mountain
1.0, I LOVE BROKEBACK MOUNTAIN!!!!.
1.0, I actually loved Brokeback Mountain.
1.0, By the way Brokeback Mountain is beautiful.
1.0, and Brokeback mountain was AWESOME
1.0, " I could have discussed the abortion ban in South Dakota or how I love Brokeback Mountain or how I'd really like to go to a strip club to better understand the sexual politics of the industry
1.0, but I loved Brokeback Mountain!
1.0, i love brokeback mountain
1.0, OMG I loved Brokeback Mountain
1.0, * brokeback mountain is an awesome movie.
1.0, I loved Brokeback Mountain..
1.0, i love brokeback mountain.
1.0, I love Brokeback mountain!
1.0, why i love brokeback mountain
1.0, I LOVED BROKEBACK MOUNTAIN!.
1.0, hey wait i love brokeback mountain
1.0, I love Brokeback Mountain
1.0, Brokeback Mountain was beautiful
1.0, lol i love brokeback mountain
1.0, I haven't seen Crash-and everyone tells me it's fabulous but I just love Brokeback Mountain..
1.0, i loved brokeback mountain!.
1.0, i love brokeback mountain!!!
1.0, i love when brokeback mountain won at the critics choice awards they played its so easy to fall in love...
1.0, I loved Brokeback Mountain but I always wondered what would have happened if Ennis decided to spend the rest of his life with Jack..
1.0, I LOVE Brokeback Mountain!!!
1.0,  and i love brokeback mountain..
1.0, I love Brokeback Mountain because it is a great story great acting..
1.0, I've yet to see it and while I loved Brokeback Mountain don't really feel like it deserved the honor
1.0, i love brokeback mountain.....
1.0, i'm gayer than a picnic basket and i love brokeback mountain but crash was in my opinion the best movie of last year
1.0, I love Brokeback Mountain
1.0, awesome Brokeback Mountain!
1.0, " Brokeback Mountain " was a beautiful movie and it haunted me for days after seeing it..
1.0, Brokeback Mountain-hard to ignore beautiful photography
1.0, i am love brokeback mountain madly
1.0, Brokeback Mountain was beautiful..
1.0, brokeback mountain is awesome
1.0, brokeback mountain was awesome
1.0, Brokeback Mountain sounds beautiful..
1.0, P. S. change background I love Brokeback Mountain I love Jake so much!.
1.0, Brokeback Mountain was the most tragically beautiful movie I have ever..
1.0, I loved Brokeback Mountain
1.0, I love Brokeback Mountain
1.0, I love Brokeback Mountain..
1.0, Brokeback Mountain is THE most amazing / beautiful / romantic / heartbraking movie i have ever or will ever see in my life.....
1.0, because i just SO DEARLY LOVE brokeback mountain.
1.0, Brokeback Mountain was a pretty awesome movie
1.0, We went to see Brokeback Mountain which was a truly beautiful film and I'm ashamed to say I wept for a full five minutes afterwards
1.0, I thought Brokeback Mountain was beautiful too and I cried too which I NEVER do in the theater..
1.0, brokeback mountain was beautiful
1.0, " brokeback mountain "-it was awesome
1.0, Brokeback Mountain is a beautiful movie that is carefully done
1.0, Brokeback Mountain is awesome
1.0, I Love you and brokeback mountain was a success
1.0, Derek and I saw 3 movies Brokeback Mountain which was beautiful I almost cried
1.0, Brokeback Mountain was beautiful and heartbreaking....
1.0, ' Brokeback Mountain'is so beautiful and so amazing and so freaking sad
1.0, Brokeback Mountain was beautiful
1.0, i love brokeback mountain
1.0, Brokeback mountain was an awesome movie
1.0, Friday i went to see Brokeback Mountain which is beautiful
1.0, No matter how much I love Brokeback Mountain Crash definitely deserved the Oscar as best movie this year
1.0, I LOVE BROKEBACK MOUNTAIN I LOVE ANG LEE I LOVE JAKE GYLLENHAAL I LOVE HEATH LEDER SO MUCH.
1.0, I LOVE Brokeback Mountain!!!!
1.0, Brokeback Mountain is beautiful..
1.0, Brokeback Mountain is a beautiful film!
1.0, I have to say that I loved Brokeback Mountain
1.0, mrs yip said Brokeback Mountain is awesome.
1.0, and i love brokeback mountain too...: ].
1.0, BROKEBACK MOUNTAIN WAS A BEAUTIFUL MOVIE.
1.0, i love brokeback mountain
1.0, I LOVE BROKEBACK MOUNTAIN
1.0, Even though I loved Brokeback Mountain I'm very happy Crash won Best Picture
1.0, He generally had crap but he did have Brokeback Mountain which was awesome
1.0, Score-Brokeback Mountain had a beautiful score
1.0, " I loved Brokeback Mountain and I haven't seen Crash but I still feel like people are..
1.0, If you know me at all you know that I absolutely love Brokeback Mountain
1.0, I love brokeback Mountain!.
1.0, Brokeback Mountain is still a beautiful film and nothing changes that!.
1.0, Brokeback Mountain had a beautiful score and since it did not receive Best Picture they had to give it something not just best director
1.0, i loved brokeback mountain!:
1.0, Brokeback Mountain-This movie is beautiful start to finish
1.0, And I heard that Brokeback Mountain is AWESOME!.
1.0, Beautiful random thoughts on Brokeback Mountain
1.0, i LOVE back to the future and i love brokeback mountain
1.0, Well Brokeback Mountain was pretty awesome too but this movie.....
1.0, Brokeback mountain was awesome
1.0, Brokeback Mountain which was AWESOME.
1.0, I think I may just be bitter because I absolutely loved Brokeback Mountain and when you say you liked some other movie
1.0, Brokeback Mountain is bound to be awesome..
1.0, Brokeback Mountain is beautiful
1.0, Don't get me wrong I love brokeback mountain but I think it has more to do that only white people can talk about racism and wins an oscar
1.0, I loved Brokeback Mountain though I think you're right about its being acceptable in mainstream culture because it doesn't challenge that culture's heteronormativity
1.0, I love Brokeback Mountain and I'm so dissapointed and surprised that it did not win the best picture and best actor..
1.0, Brokeback Mountain was awesome
1.0, Brokeback Mountain is packed with beautiful sceneries and such
1.0, I love Brokeback Mountain
1.0, I love Brokeback Mountain...
1.0, He's like'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.
1.0, Brokeback Mountain was so awesome
1.0, Brokeback Mountain was an AWESOME movie
1.0, man i loved brokeback mountain
1.0, dudeee i LOVED brokeback mountain!!!
1.0, I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!
1.0, Anyway thats why I love " Brokeback Mountain
1.0, Brokeback mountain was beautiful..
1.0, I love Brokeback Mountain
1.0, I love Brokeback Mountain...
1.0, He's like'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.
1.0, Brokeback Mountain was so awesome
1.0, Brokeback Mountain was an AWESOME movie
1.0, man i loved brokeback mountain
1.0, dudeee i LOVED brokeback mountain!!!
1.0, I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!
1.0, Anyway thats why I love " Brokeback Mountain
1.0, Brokeback mountain was beautiful..
1.0, I love Brokeback Mountain
1.0, I love Brokeback Mountain...
1.0, He's like'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.
1.0, Brokeback Mountain was so awesome
1.0, Brokeback Mountain was an AWESOME movie
1.0, man i loved brokeback mountain
1.0, dudeee i LOVED brokeback mountain!!!
1.0, I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!
1.0, Anyway thats why I love " Brokeback Mountain
1.0, Brokeback mountain was beautiful..
1.0, I love Brokeback Mountain
1.0, I love Brokeback Mountain...
1.0, He's like'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.
1.0, Brokeback Mountain was so awesome
1.0, Brokeback Mountain was an AWESOME movie
1.0, man i loved brokeback mountain
1.0, dudeee i LOVED brokeback mountain!!!
1.0, I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!
1.0, Anyway thats why I love " Brokeback Mountain
1.0, Brokeback mountain was beautiful..
1.0, I love Brokeback Mountain
1.0, I love Brokeback Mountain...
1.0, He's like'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.
1.0, Brokeback Mountain was so awesome
1.0, Brokeback Mountain was an AWESOME movie
1.0, man i loved brokeback mountain
1.0, dudeee i LOVED brokeback mountain!!!
1.0, I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!
1.0, Anyway thats why I love " Brokeback Mountain
1.0, Brokeback mountain was beautiful..
1.0, I love Brokeback Mountain
1.0, I love Brokeback Mountain...
1.0, He's like'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.
1.0, Brokeback Mountain was so awesome
1.0, Brokeback Mountain was an AWESOME movie
1.0, man i loved brokeback mountain
1.0, dudeee i LOVED brokeback mountain!!!
1.0, I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!
1.0, Anyway thats why I love " Brokeback Mountain
1.0, Brokeback mountain was beautiful..
1.0, I love Brokeback Mountain
1.0, I love Brokeback Mountain...
1.0, He's like'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.
1.0, Brokeback Mountain was so awesome
1.0, Brokeback Mountain was an AWESOME movie
1.0, man i loved brokeback mountain
1.0, dudeee i LOVED brokeback mountain!!!
1.0, I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!
1.0, Anyway thats why I love " Brokeback Mountain
1.0, Brokeback mountain was beautiful..
1.0, I love Brokeback Mountain
1.0, I love Brokeback Mountain...
1.0, He's like'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.
1.0, Brokeback Mountain was so awesome
1.0, Brokeback Mountain was an AWESOME movie
1.0, man i loved brokeback mountain
1.0, dudeee i LOVED brokeback mountain!!!
1.0, I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!
1.0, Anyway thats why I love " Brokeback Mountain
1.0, Brokeback mountain was beautiful..
1.0, I love Brokeback Mountain
1.0, I love Brokeback Mountain...
1.0, He's like'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.
1.0, Brokeback Mountain was so awesome
1.0, Brokeback Mountain was an AWESOME movie
1.0, man i loved brokeback mountain
1.0, dudeee i LOVED brokeback mountain!!!
1.0, I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!
1.0, Anyway thats why I love " Brokeback Mountain
1.0, Brokeback mountain was beautiful..
1.0, I love Brokeback Mountain
1.0, I love Brokeback Mountain...
1.0, He's like'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.
1.0, Brokeback Mountain was so awesome
1.0, Brokeback Mountain was an AWESOME movie
1.0, man i loved brokeback mountain
1.0, dudeee i LOVED brokeback mountain!!!
1.0, I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!
1.0, Anyway thats why I love " Brokeback Mountain
1.0, Brokeback mountain was beautiful..
1.0, I love Brokeback Mountain
1.0, I love Brokeback Mountain...
1.0, He's like'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.
1.0, Brokeback Mountain was so awesome
1.0, Brokeback Mountain was an AWESOME movie
1.0, man i loved brokeback mountain
1.0, dudeee i LOVED brokeback mountain!!!
1.0, I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!
1.0, Anyway thats why I love " Brokeback Mountain
1.0, Brokeback mountain was beautiful..
1.0, I love Brokeback Mountain
1.0, I love Brokeback Mountain...
1.0, He's like'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.
1.0, Brokeback Mountain was so awesome
1.0, Brokeback Mountain was an AWESOME movie
1.0, man i loved brokeback mountain
1.0, dudeee i LOVED brokeback mountain!!!
1.0, I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!
1.0, Anyway thats why I love " Brokeback Mountain
1.0, Brokeback mountain was beautiful..
1.0, I love Brokeback Mountain
1.0, I love Brokeback Mountain...
1.0, He's like'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.
1.0, Brokeback Mountain was so awesome
1.0, Brokeback Mountain was an AWESOME movie
1.0, man i loved brokeback mountain
1.0, dudeee i LOVED brokeback mountain!!!
1.0, I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!
1.0, Anyway thats why I love " Brokeback Mountain
1.0, Brokeback mountain was beautiful..
1.0, I love Brokeback Mountain
1.0, I love Brokeback Mountain...
1.0, He's like'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.
1.0, Brokeback Mountain was so awesome
1.0, Brokeback Mountain was an AWESOME movie
1.0, man i loved brokeback mountain
1.0, dudeee i LOVED brokeback mountain!!!
1.0, I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!
1.0, Anyway thats why I love " Brokeback Mountain
1.0, Brokeback mountain was beautiful..
1.0, I love Brokeback Mountain
1.0, I love Brokeback Mountain...
1.0, He's like'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.
1.0, Brokeback Mountain was so awesome
1.0, Brokeback Mountain was an AWESOME movie
1.0, man i loved brokeback mountain
1.0, dudeee i LOVED brokeback mountain!!!
1.0, I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!
1.0, Anyway thats why I love " Brokeback Mountain
1.0, Brokeback mountain was beautiful..
1.0, I love Brokeback Mountain
1.0, I love Brokeback Mountain...
1.0, He's like'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.
1.0, Brokeback Mountain was so awesome
1.0, Brokeback Mountain was an AWESOME movie
1.0, man i loved brokeback mountain
1.0, dudeee i LOVED brokeback mountain!!!
1.0, I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!
1.0, Anyway thats why I love " Brokeback Mountain
1.0, Brokeback mountain was beautiful..
1.0, I love Brokeback Mountain
1.0, I love Brokeback Mountain...
1.0, He's like'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.
1.0, Brokeback Mountain was so awesome
1.0, Brokeback Mountain was an AWESOME movie
1.0, man i loved brokeback mountain
1.0, dudeee i LOVED brokeback mountain!!!
1.0, I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!
1.0, Anyway thats why I love " Brokeback Mountain
1.0, Brokeback mountain was beautiful..
1.0, I love Brokeback Mountain
1.0, I love Brokeback Mountain...
1.0, He's like'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.
1.0, Brokeback Mountain was so awesome
1.0, Brokeback Mountain was an AWESOME movie
1.0, man i loved brokeback mountain
1.0, dudeee i LOVED brokeback mountain!!!
1.0, I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!
1.0, Anyway thats why I love " Brokeback Mountain
1.0, Brokeback mountain was beautiful..
1.0, I love Brokeback Mountain
1.0, I love Brokeback Mountain...
1.0, He's like'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.
1.0, Brokeback Mountain was so awesome
1.0, Brokeback Mountain was an AWESOME movie
1.0, man i loved brokeback mountain
1.0, dudeee i LOVED brokeback mountain!!!
1.0, I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!
1.0, Anyway thats why I love " Brokeback Mountain
1.0, Brokeback mountain was beautiful..
1.0, I love Brokeback Mountain
1.0, I love Brokeback Mountain...
1.0, He's like'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.
1.0, Brokeback Mountain was so awesome
1.0, Brokeback Mountain was an AWESOME movie
1.0, man i loved brokeback mountain
1.0, dudeee i LOVED brokeback mountain!!!
1.0, I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!
1.0, Anyway thats why I love " Brokeback Mountain
1.0, Brokeback mountain was beautiful..
1.0, I love Brokeback Mountain
1.0, I love Brokeback Mountain...
1.0, He's like'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.
1.0, Brokeback Mountain was so awesome
1.0, Brokeback Mountain was an AWESOME movie
1.0, man i loved brokeback mountain
1.0, dudeee i LOVED brokeback mountain!!!
1.0, I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!
1.0, Anyway thats why I love " Brokeback Mountain
1.0, Brokeback mountain was beautiful..
1.0, I love Brokeback Mountain
1.0, I love Brokeback Mountain...
1.0, He's like'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.
1.0, Brokeback Mountain was so awesome
1.0, Brokeback Mountain was an AWESOME movie
1.0, man i loved brokeback mountain
1.0, dudeee i LOVED brokeback mountain!!!
1.0, I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!
1.0, Anyway thats why I love " Brokeback Mountain
1.0, Brokeback mountain was beautiful..
1.0, I love Brokeback Mountain
1.0, I love Brokeback Mountain...
1.0, He's like'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.
1.0, Brokeback Mountain was so awesome
1.0, Brokeback Mountain was an AWESOME movie
1.0, man i loved brokeback mountain
1.0, dudeee i LOVED brokeback mountain!!!
1.0, I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!
1.0, Anyway thats why I love " Brokeback Mountain
1.0, Brokeback mountain was beautiful..
1.0, I love Brokeback Mountain
1.0, I love Brokeback Mountain...
1.0, He's like'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.
1.0, Brokeback Mountain was so awesome
1.0, Brokeback Mountain was an AWESOME movie
1.0, man i loved brokeback mountain
1.0, dudeee i LOVED brokeback mountain!!!
1.0, I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!
1.0, Anyway thats why I love " Brokeback Mountain
1.0, Brokeback mountain was beautiful..
1.0, I love Brokeback Mountain
1.0, I love Brokeback Mountain...
1.0, He's like'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.
